network,poolId,poolName,poolStatus,poolAddress,poolTimelock
celo,1,Arf Credit Line Pool v2,1,0x23be37d5AAb59101B9BB31A96D1bF5D7112250f7,0x809b6AA09ba96BddFDd84A83fE69Af4D8451a3bF
