network,poolId,contractName,contractAddress
alfajores,1,poolConfig,0x1ad35EB7d600039d4707817B8093a89e388dA5C1
alfajores,1,juniorTranche,0x70F977516ED2d4A96e155b6c9f9546932298b241
alfajores,1,poolSafe,0x90540cAA8573b577369D2A14821EcE6373C40529
alfajores,1,seniorTranche,0x9A534Eb31C7858FBF90361939F648d16C6576f55
alfajores,1,creditManager,0x82F6D4EA15ED9b4F5A49FeC82748469e2c58C763
alfajores,1,credit,0x14b11F2FDA011B6277A21e77a8e312B4B1d53C59
